"","country","year","cellphones"
"6715","Kenya","1989",0
"6716","Kiribati","1989",0
"6717","North Korea","1989",0
"6718","South Korea","1989",0.093339827969231
"6719","United Korea (former)
","1989",0
"6720","Kosovo","1989",0
"6721","Kuwait","1989",1.07988769168007
"6722","Kyrgyz Republic","1989",0
"6723","Lao","1989",0
"6724","Latvia","1989",0
"6725","Lebanon","1989",0
"6726","Lesotho","1989",0
"6727","Liberia","1989",0
"6728","Libya","1989",0
"6729","Liechtenstein","1989",0
"6730","Lithuania","1989",0
"6731","Luxembourg","1989",0.176290633002667
"6732","Macao, China","1989",0.38915977649142
"6733","Macedonia, FYR","1989",0
"6734","Madagascar","1989",0
"6735","Malawi","1989",0
"6736","Malaysia","1989",0.222645345715937
"6737","Maldives","1989",0
"6738","Mali","1989",0
"6739","Malta","1989",0
"6740","Marshall Islands","1989",0
"6741","Martinique","1989",0
"6742","Mauritania","1989",0
"6743","Mauritius","1989",0
"6744","Mayotte","1989",0
"6745","Mexico","1989",0.010282284143374
"6746","Micronesia, Fed. Sts.","1989",0
"6747","Moldova","1989",0
"6748","Monaco","1989",0
"6749","Mongolia","1989",0
"6750","Montenegro","1989",0
"6751","Montserrat","1989",0
"6752","Morocco","1989",0.002879404177234
"6753","Mozambique","1989",0
"6754","Myanmar","1989",0
"6755","Namibia","1989",0
"6756","Nauru","1989",0
"6757","Nepal","1989",0
"6758","Netherlands","1989",0.378522165649681
"6759","Netherlands Antilles","1989",0
"6760","New Caledonia","1989",0
"6761","New Zealand","1989",0.859906886068884
"6762","Ngorno-Karabakh","1989",0
"6763","Nicaragua","1989",0
"6764","Niger","1989",0
"6765","Nigeria","1989",0
"6766","Niue","1989",0
"6767","Norfolk Island","1989",0
"6768","Northern Cyprus","1989",0
"6769","Northern Mariana Islands","1989",0
"6770","Norway","1989",3.97154998970696
"6771","Oman","1989",0.116761704832198
"6772","Pakistan","1989",0
"6773","Palau","1989",0
"6774","Panama","1989",0
"6775","Papua New Guinea","1989",0
"6776","Paraguay","1989",0
"6777","Peru","1989",0
"6778","Philippines","1989",0
"6779","Pitcairn","1989",0
"6780","Poland","1989",0
"6781","Portugal","1989",0.028041188898028
"6782","Puerto Rico","1989",0.331684726804729
"6783","Qatar","1989",0
"6784","Reunion","1989",0
"6785","Romania","1989",0
"6786","Russia","1989",0
"6787","Rwanda","1989",0
"6788","St. Barthélemy","1989",0
"6789","St. Helena","1989",0
"6790","St. Kitts and Nevis","1989",0
"6791","St. Lucia","1989",0
"6792","St. Martin","1989",0
"6793","St. Vincent and the Grenadines","1989",0
"6794","St.-Pierre-et-Miquelon","1989",0
"6795","Samoa","1989",0
"6796","San Marino","1989",0
"6797","Sao Tome and Principe","1989",0
"6798","Saudi Arabia","1989",0
"6799","Senegal","1989",0
"6800","Serbia","1989",0
"6801","Serbia and Montenegro","1989",0
"6802","Serbia excluding Kosovo","1989",0
"6803","Seychelles","1989",0
"6804","Sierra Leone","1989",0
"6805","Singapore","1989",0.893190454564137
"6806","Slovak Republic","1989",0
"6807","Slovenia","1989",0
"6808","Solomon Islands","1989",0
"6809","Somalia","1989",0
"6810","Somaliland","1989",0
"6811","South Africa","1989",0.011065934172261
"6812","South Ossetia","1989",0
"6813","Spain","1989",0.076732068712855
"6814","Sri Lanka","1989",0
"6815","Sudan","1989",0
"6816","Suriname","1989",0
"6817","Svalbard","1989",0
"6818","Swaziland","1989",0
"6819","Sweden","1989",4.1031057571394
"6820","Switzerland","1989",1.09906050612541
"6821","Syria","1989",0
"6822","Taiwan","1989",0
"6823","Tajikistan","1989",0
"6824","Tanzania","1989",0
"6825","Thailand","1989",0.070953218721452
"6826","Timor-Leste","1989",0
"6827","Togo","1989",0
"6828","Tokelau","1989",0
"6829","Tonga","1989",0
"6830","Transnistria","1989",0
"6831","Trinidad and Tobago","1989",0
"6832","Tunisia","1989",0.007903540027889
"6833","Turkey","1989",0.029334144248427
"6834","Turkmenistan","1989",0
"6835","Turks and Caicos Islands","1989",0
"6836","Tuvalu","1989",0
"6837","Uganda","1989",0
"6838","Ukraine","1989",0
"6839","United Arab Emirates","1989",1.45948589775993
"6840","United Kingdom","1989",1.70878236847857
"6841","United States","1989",1.39877838576333
"6842","Uruguay","1989",0
"6843","USSR","1989",0
"6844","Uzbekistan","1989",0
"6845","Wallis et Futuna","1989",0
"6846","Vanuatu","1989",0
"6847","Venezuela","1989",0.019191612812102
"6848","West Bank and Gaza","1989",0
"6849","West Germany","1989",0
"6850","Western Sahara","1989",0
"6851","Vietnam","1989",0
"6852","Virgin Islands (U.S.)","1989",0
"6853","North Yemen (former)","1989",0
"6854","South Yemen (former)","1989",0
"6855","Yemen","1989",0
"6856","Yugoslavia","1989",0
"6857","Zambia","1989",0
"6858","Zimbabwe","1989",0
"6859","Åland","1989",0
"6860","South Sudan","1989",0
"6861","Christian","1989",0
"6862","Coastline","1989",0
"6863","Curaçao","1989",0
"6864","Sint Maarten (Dutch part)","1989",0
"6865","St. Martin (French part)","1989",0
"6866","Antarctica","1989",0
"6867","Virgin Islands, British","1989",0
"6868","Hawaiian Trade Zone","1989",0
"6869","U.S. Pacific Islands","1989",0
"6870","Wake Island","1989",0
"6871","Bonaire","1989",0
"6872","Sark","1989",0
"6873","Chinese Taipei","1989",0
"6874","Saint Eustatius","1989",0
"6875","Saba","1989",0
"6876","Abkhazia","1990",0
"6877","Afghanistan","1990",0
"6878","Akrotiri and Dhekelia","1990",0
"6879","Albania","1990",0
"6880","Algeria","1990",0.001857767575252
"6881","American Samoa","1990",0
"6882","Andorra","1990",0
"6883","Angola","1990",0
"6884","Anguilla","1990",0
"6885","Antigua and Barbuda","1990",0
"6886","Argentina","1990",0.036761955493403
"6887","Armenia","1990",0
"6888","Aruba","1990",0
"6889","Australia","1990",1.08178138087557
"6890","Austria","1990",0.960796233576555
"6891","Azerbaijan","1990",0
"6892","Bahamas","1990",0.750406046976512
"6893","Bahrain","1990",1.04424710534378
"6894","Bangladesh","1990",0
"6895","Barbados","1990",0
"6896","Belarus","1990",0
"6897","Belgium","1990",0.430997267167748
"6898","Belize","1990",0
"6899","Benin","1990",0
"6900","Bermuda","1990",1.85968726482147
"6901","Bhutan","1990",0
"6902","Bolivia","1990",0
"6903","Bosnia and Herzegovina","1990",0
"6904","Botswana","1990",0
"6905","Brazil","1990",0.000445706035313
"6906","British Virgin Islands","1990",0
"6907","Brunei","1990",0.702825979176996
"6908","Bulgaria","1990",0
"6909","Burkina Faso","1990",0
"6910","Burundi","1990",0
"6911","Cambodia","1990",0
"6912","Cameroon","1990",0
"6913","Canada","1990",2.10739351212782
"6914","Cape Verde","1990",0
"6915","Cayman Islands","1990",0
"6916","Central African Republic","1990",0
"6917","Chad","1990",0
"6918","Channel Islands","1990",0
"6919","Chile","1990",0.105559515859368
"6920","China","1990",0.001599639916069
"6921","Christmas Island","1990",0
"6922","Cocos Island","1990",0
"6923","Colombia","1990",0
"6924","Comoros","1990",0
"6925","Congo, Dem. Rep.","1990",0
"6926","Congo, Rep.","1990",0
"6927","Cook Is","1990",0
"6928","Costa Rica","1990",0
"6929","Cote d'Ivoire","1990",0
"6930","Croatia","1990",0.005313025768175
"6931","Cuba","1990",0
"6932","Cyprus","1990",0.411654142693726
"6933","Czech Republic","1990",0
"6934","Czechoslovakia","1990",0
"6935","Denmark","1990",2.88307760656708
"6936","Djibouti","1990",0
"6937","Dominica","1990",0
"6938","Dominican Republic","1990",0.044004822461529
"6939","East Germany","1990",0
"6940","Ecuador","1990",0
"6941","Egypt","1990",0.007036892226917
"6942","El Salvador","1990",0
"6943","Equatorial Guinea","1990",0
"6944","Eritrea","1990",0
"6945","Eritrea and Ethiopia","1990",0
"6946","Estonia","1990",0
"6947","Ethiopia","1990",0
"6948","Faeroe Islands","1990",0
"6949","Falkland Is (Malvinas)","1990",0
"6950","Fiji","1990",0
"6951","Finland","1990",5.17146397601014
"6952","France","1990",0.499398147641984
"6953","French Guiana","1990",0
"6954","French Polynesia","1990",0
"6955","Gabon","1990",0
"6956","Gambia","1990",0
"6957","Georgia","1990",0
"6958","Germany","1990",0.344646736999756
"6959","Ghana","1990",0
"6960","Gibraltar","1990",0
"6961","Greece","1990",0
"6962","Greenland","1990",0
"6963","Grenada","1990",0.155925155925156
"6964","Guadeloupe","1990",0
"6965","Guam","1990",0
"6966","Guatemala","1990",0.003283600789902
"6967","Guernsey","1990",0
"6968","Guinea","1990",0
"6969","Guinea-Bissau","1990",0
"6970","Guyana","1990",0
"6971","Haiti","1990",0
"6972","Holy See","1990",0
"6973","Honduras","1990",0
"6974","Hong Kong, China","1990",2.31127554580653
"6975","Hungary","1990",0.025490732745328
"6976","Iceland","1990",3.92867935932306
"6977","India","1990",0
"6978","Indonesia","1990",0.00981632690048
"6979","Iran","1990",0
"6980","Iraq","1990",0
"6981","Ireland","1990",0.707970816876552
"6982","Isle of Man","1990",0
"6983","Israel","1990",0.338670504932389
"6984","Italy","1990",0.468043453435747
"6985","Jamaica","1990",0
"6986","Japan","1990",0.710077376428518
"6987","Jersey","1990",0
"6988","Jordan","1990",0.042130633069122
"6989","Kazakhstan","1990",0
"6990","Kenya","1990",0
"6991","Kiribati","1990",0
"6992","North Korea","1990",0
"6993","South Korea","1990",0.186143137686243
"6994","United Korea (former)
","1990",0
"6995","Kosovo","1990",0
"6996","Kuwait","1990",0.993204441087194
"6997","Kyrgyz Republic","1990",0
"6998","Lao","1990",0
"6999","Latvia","1990",0
"7000","Lebanon","1990",0
"7001","Lesotho","1990",0
"7002","Liberia","1990",0
"7003","Libya","1990",0
"7004","Liechtenstein","1990",0
"7005","Lithuania","1990",0
"7006","Luxembourg","1990",0.216145321004656
"7007","Macao, China","1990",0.620501572104117
"7008","Macedonia, FYR","1990",0
"7009","Madagascar","1990",0
"7010","Malawi","1990",0
"7011","Malaysia","1990",0.475710273002338
"7012","Maldives","1990",0
"7013","Mali","1990",0
"7014","Malta","1990",0
"7015","Marshall Islands","1990",0
"7016","Martinique","1990",0
"7017","Mauritania","1990",0
"7018","Mauritius","1990",0.207635708811682
"7019","Mayotte","1990",0
"7020","Mexico","1990",0.075825615649887
"7021","Micronesia, Fed. Sts.","1990",0
"7022","Moldova","1990",0
"7023","Monaco","1990",0
"7024","Mongolia","1990",0
"7025","Montenegro","1990",0
"7026","Montserrat","1990",0
"7027","Morocco","1990",0.003647940638644
"7028","Mozambique","1990",0
"7029","Myanmar","1990",0
"7030","Namibia","1990",0
"7031","Nauru","1990",0
"7032","Nepal","1990",0
"7033","Netherlands","1990",0.53049617710353
"7034","Netherlands Antilles","1990",0
"7035","New Caledonia","1990",0
"7036","New Zealand","1990",1.59212097294189
"7037","Ngorno-Karabakh","1990",0
"7038","Nicaragua","1990",0
"7039","Niger","1990",0
"7040","Nigeria","1990",0
"7041","Niue","1990",0
"7042","Norfolk Island","1990",0
"7043","Northern Cyprus","1990",0
"7044","Northern Mariana Islands","1990",0
"7045","Norway","1990",4.64054452626851
"7046","Oman","1990",0.146141307402619
"7047","Pakistan","1990",0.001788194143773
"7048","Palau","1990",0
"7049","Panama","1990",0
"7050","Papua New Guinea","1990",0
"7051","Paraguay","1990",0
"7052","Peru","1990",0.007608757855524
"7053","Philippines","1990",0
"7054","Pitcairn","1990",0
"7055","Poland","1990",0
"7056","Portugal","1990",0.065488036494367
"7057","Puerto Rico","1990",0.577219264824027
"7058","Qatar","1990",0.804480264796653
"7059","Reunion","1990",0
"7060","Romania","1990",0
"7061","Russia","1990",0
"7062","Rwanda","1990",0
"7063","St. Barthélemy","1990",0
"7064","St. Helena","1990",0
"7065","St. Kitts and Nevis","1990",0
"7066","St. Lucia","1990",0
"7067","St. Martin","1990",0
"7068","St. Vincent and the Grenadines","1990",0
"7069","St.-Pierre-et-Miquelon","1990",0
"7070","Samoa","1990",0
"7071","San Marino","1990",0
"7072","Sao Tome and Principe","1990",0
"7073","Saudi Arabia","1990",0.092019029865011
"7074","Senegal","1990",0
"7075","Serbia","1990",0
"7076","Serbia and Montenegro","1990",0
"7077","Serbia excluding Kosovo","1990",0
"7078","Seychelles","1990",0
"7079","Sierra Leone","1990",0
"7080","Singapore","1990",1.71476458451567
"7081","Slovak Republic","1990",0
"7082","Slovenia","1990",0
"7083","Solomon Islands","1990",0
"7084","Somalia","1990",0
"7085","Somaliland","1990",0
"7086","South Africa","1990",0.015437338578912
"7087","South Ossetia","1990",0
"7088","Spain","1990",0.14065616951645
"7089","Sri Lanka","1990",0.005825674590046
"7090","Sudan","1990",0
"7091","Suriname","1990",0
"7092","Svalbard","1990",0
"7093","Swaziland","1990",0
"7094","Sweden","1990",5.38858762104022
"7095","Switzerland","1990",1.87371754779705
"7096","Syria","1990",0
"7097","Taiwan","1990",0
"7098","Tajikistan","1990",0
"7099","Tanzania","1990",0
"7100","Thailand","1990",0.110777501662898
"7101","Timor-Leste","1990",0
"7102","Togo","1990",0
"7103","Tokelau","1990",0
"7104","Tonga","1990",0
"7105","Transnistria","1990",0
"7106","Trinidad and Tobago","1990",0
"7107","Tunisia","1990",0.011600573625846
"7108","Turkey","1990",0.058763795516401
"7109","Turkmenistan","1990",0
"7110","Turks and Caicos Islands","1990",0
"7111","Tuvalu","1990",0
"7112","Uganda","1990",0
"7113","Ukraine","1990",0
"7114","United Arab Emirates","1990",1.85653103267534
"7115","United Kingdom","1990",1.94705975973842
"7116","United States","1990",2.08536900247971
"7117","Uruguay","1990",0
"7118","USSR","1990",0
"7119","Uzbekistan","1990",0
"7120","Wallis et Futuna","1990",0
"7121","Vanuatu","1990",0
"7122","Venezuela","1990",0.037703496392235
"7123","West Bank and Gaza","1990",0
"7124","West Germany","1990",0
"7125","Western Sahara","1990",0
"7126","Vietnam","1990",0
"7127","Virgin Islands (U.S.)","1990",0
"7128","North Yemen (former)","1990",0
"7129","South Yemen (former)","1990",0
"7130","Yemen","1990",0
"7131","Yugoslavia","1990",0
"7132","Zambia","1990",0
"7133","Zimbabwe","1990",0
"7134","Åland","1990",0
"7135","South Sudan","1990",0
"7136","Christian","1990",0
"7137","Coastline","1990",0
"7138","Curaçao","1990",0
"7139","Sint Maarten (Dutch part)","1990",0
"7140","St. Martin (French part)","1990",0
"7141","Antarctica","1990",0
"7142","Virgin Islands, British","1990",0
"7143","Hawaiian Trade Zone","1990",0
"7144","U.S. Pacific Islands","1990",0
"7145","Wake Island","1990",0
"7146","Bonaire","1990",0
"7147","Sark","1990",0
"7148","Chinese Taipei","1990",0
"7149","Saint Eustatius","1990",0
"7150","Saba","1990",0
"7151","Abkhazia","1991",0
"7152","Afghanistan","1991",0
"7153","Akrotiri and Dhekelia","1991",0
"7154","Albania","1991",0
"7155","Algeria","1991",0.018437704392038
"7156","American Samoa","1991",0
"7157","Andorra","1991",0
"7158","Angola","1991",0
"7159","Anguilla","1991",0
"7160","Antigua and Barbuda","1991",0
"7161","Argentina","1991",0.075543355404382
"7162","Armenia","1991",0
"7163","Aruba","1991",0
"7164","Australia","1991",1.68272718439332
"7165","Austria","1991",1.49492647071206
"7166","Azerbaijan","1991",0
"7167","Bahamas","1991",0.774406256589162
"7168","Bahrain","1991",1.45139485084421
"7169","Bangladesh","1991",0
"7170","Barbados","1991",0.186671070977258
"7171","Belarus","1991",0
"7172","Belgium","1991",0.515420257459535
"7173","Belize","1991",0
"7174","Benin","1991",0
"7175","Bermuda","1991",2.39401496259352
"7176","Bhutan","1991",0
"7177","Bolivia","1991",0.004329427455967
"7178","Bosnia and Herzegovina","1991",0
"7179","Botswana","1991",0
"7180","Brazil","1991",0.004403639227926
"7181","British Virgin Islands","1991",0
"7182","Brunei","1991",1.16634600184302
"7183","Bulgaria","1991",0
"7184","Burkina Faso","1991",0
"7185","Burundi","1991",0
"7186","Cambodia","1991",0
"7187","Cameroon","1991",0
"7188","Canada","1991",2.76571583387474
"7189","Cape Verde","1991",0
"7190","Cayman Islands","1991",2.04290465226766
"7191","Central African Republic","1991",0
"7192","Chad","1991",0
"7193","Channel Islands","1991",0
"7194","Chile","1991",0.269082972586465
"7195","China","1991",0.004095797717572
"7196","Christmas Island","1991",0
"7197","Cocos Island","1991",0
"7198","Colombia","1991",0
"7199","Comoros","1991",0
"7200","Congo, Dem. Rep.","1991",0
"7201","Congo, Rep.","1991",0
"7202","Cook Is","1991",0
"7203","Costa Rica","1991",0
"7204","Cote d'Ivoire","1991",0
"7205","Croatia","1991",0.044392398016216
"7206","Cuba","1991",0
"7207","Cyprus","1991",0.655141989992199
"7208","Czech Republic","1991",0.01204991108097
"7209","Czechoslovakia","1991",0
"7210","Denmark","1991",3.41303012703301
"7211","Djibouti","1991",0
"7212","Dominica","1991",0
"7213","Dominican Republic","1991",0.076364208088857
"7214","East Germany","1991",0
"7215","Ecuador","1991",0
"7216","Egypt","1991",0.00776499521521
"7217","El Salvador","1991",0
"7218","Equatorial Guinea","1991",0
"7219","Eritrea","1991",0
"7220","Eritrea and Ethiopia","1991",0
"7221","Estonia","1991",0.036718050464773
"7222","Ethiopia","1991",0
"7223","Faeroe Islands","1991",3.04074901585275
"7224","Falkland Is (Malvinas)","1991",0
"7225","Fiji","1991",0
"7226","Finland","1991",6.37106820305201
"7227","France","1991",0.658402318826249
"7228","French Guiana","1991",0
"7229","French Polynesia","1991",0
"7230","Gabon","1991",0
"7231","Gambia","1991",0
"7232","Georgia","1991",0
"7233","Germany","1991",0.668221322973288
"7234","Ghana","1991",0
"7235","Gibraltar","1991",0
"7236","Greece","1991",0
"7237","Greenland","1991",0
"7238","Grenada","1991",0.152540262327744
"7239","Guadeloupe","1991",0
"7240","Guam","1991",0.635081088208148
"7241","Guatemala","1991",0.013371900478892
"7242","Guernsey","1991",0
"7243","Guinea","1991",0
"7244","Guinea-Bissau","1991",0
"7245","Guyana","1991",0
"7246","Haiti","1991",0
"7247","Holy See","1991",0
"7248","Honduras","1991",0
"7249","Hong Kong, China","1991",3.23820723952667
"7250","Hungary","1991",0.081817761528974
"7251","Iceland","1991",5.00817923600884
"7252","India","1991",0
"7253","Indonesia","1991",0.013084963708004
"7254","Iran","1991",0
"7255","Iraq","1991",0
"7256","Ireland","1991",0.904561420568483
"7257","Isle of Man","1991",0
"7258","Israel","1991",0.495441507314009
"7259","Italy","1991",0.999014018892868
"7260","Jamaica","1991",0.102795819440634
"7261","Japan","1991",1.12312478836604
"7262","Jersey","1991",0
"7263","Jordan","1991",0.040618343432817
"7264","Kazakhstan","1991",0
"7265","Kenya","1991",0
"7266","Kiribati","1991",0
"7267","North Korea","1991",0
"7268","South Korea","1991",0.382979592666753
"7269","United Korea (former)
","1991",0
"7270","Kosovo","1991",0
"7271","Kuwait","1991",2.11717948364454
"7272","Kyrgyz Republic","1991",0
"7273","Lao","1991",0
"7274","Latvia","1991",0
"7275","Lebanon","1991",0
"7276","Lesotho","1991",0
"7277","Liberia","1991",0
"7278","Libya","1991",0
"7279","Liechtenstein","1991",0
"7280","Lithuania","1991",0
"7281","Luxembourg","1991",0.295265129421524
