"","country","year","cellphones"
"8761","Tuvalu","1996",0
"8762","Uganda","1996",0.018627530969202
"8763","Ukraine","1996",0.05908614647893
"8764","United Arab Emirates","1996",7.83489619775075
"8765","United Kingdom","1996",12.4634542322609
"8766","United States","1996",16.348935820428
"8767","Uruguay","1996",2.42111157794094
"8768","USSR","1996",0
"8769","Uzbekistan","1996",0.040732496205582
"8770","Wallis et Futuna","1996",0
"8771","Vanuatu","1996",0.089647986122026
"8772","Venezuela","1996",2.58541974380655
"8773","West Bank and Gaza","1996",0
"8774","West Germany","1996",0
"8775","Western Sahara","1996",0
"8776","Vietnam","1996",0.09173663520965
"8777","Virgin Islands (U.S.)","1996",0
"8778","North Yemen (former)","1996",0
"8779","South Yemen (former)","1996",0
"8780","Yemen","1996",0.056078177435045
"8781","Yugoslavia","1996",0
"8782","Zambia","1996",0.029698979396374
"8783","Zimbabwe","1996",0
"8784","Åland","1996",0
"8785","South Sudan","1996",0
"8786","Christian","1996",0
"8787","Coastline","1996",0
"8788","Curaçao","1996",0
"8789","Sint Maarten (Dutch part)","1996",0
"8790","St. Martin (French part)","1996",0
"8791","Antarctica","1996",0
"8792","Virgin Islands, British","1996",0
"8793","Hawaiian Trade Zone","1996",0
"8794","U.S. Pacific Islands","1996",0
"8795","Wake Island","1996",0
"8796","Bonaire","1996",0
"8797","Sark","1996",0
"8798","Chinese Taipei","1996",0
"8799","Saint Eustatius","1996",0
"8800","Saba","1996",0
"8801","Abkhazia","1997",0
"8802","Afghanistan","1997",0
"8803","Akrotiri and Dhekelia","1997",0
"8804","Albania","1997",0.106730420304395
"8805","Algeria","1997",0.059501588025572
"8806","American Samoa","1997",2.55316044789729
"8807","Andorra","1997",13.2778676527232
"8808","Angola","1997",0.055127183775598
"8809","Anguilla","1997",0
"8810","Antigua and Barbuda","1997",1.93578717402727
"8811","Argentina","1997",5.62530307704098
"8812","Armenia","1997",0.159497976927661
"8813","Aruba","1997",3.99478634586254
"8814","Australia","1997",24.7123465053163
"8815","Austria","1997",14.5479808012316
"8816","Azerbaijan","1997",0.505453080559617
"8817","Bahamas","1997",2.15864659821668
"8818","Bahrain","1997",9.87257709288246
"8819","Bangladesh","1997",0.021246967700188
"8820","Barbados","1997",3.02276979719942
"8821","Belarus","1997",0.08003424411199
"8822","Belgium","1997",9.63567910746464
"8823","Belize","1997",1.09444774270153
"8824","Benin","1997",0.071725672931265
"8825","Bermuda","1997",16.5768672366511
"8826","Bhutan","1997",0
"8827","Bolivia","1997",1.51752878817447
"8828","Bosnia and Herzegovina","1997",0.267410185832252
"8829","Botswana","1997",0
"8830","Brazil","1997",2.7266870534166
"8831","British Virgin Islands","1997",0
"8832","Brunei","1997",14.7673647801632
"8833","Bulgaria","1997",0.853865963536508
"8834","Burkina Faso","1997",0.013298992497351
"8835","Burundi","1997",0.010013762047454
"8836","Cambodia","1997",0.286040960731425
"8837","Cameroon","1997",0.028704390432198
"8838","Canada","1997",14.0534874055627
"8839","Cape Verde","1997",0.004843869961467
"8840","Cayman Islands","1997",11.6201464890699
"8841","Central African Republic","1997",0.039322312944188
"8842","Chad","1997",0
"8843","Channel Islands","1997",0
"8844","Chile","1997",2.76104414287888
"8845","China","1997",1.06903110117973
"8846","Christmas Island","1997",0
"8847","Cocos Island","1997",0
"8848","Colombia","1997",3.34814345996699
"8849","Comoros","1997",0
"8850","Congo, Dem. Rep.","1997",0.019193719297462
"8851","Congo, Rep.","1997",0
"8852","Cook Is","1997",0
"8853","Costa Rica","1997",1.76486728067576
"8854","Cote d'Ivoire","1997",0.232376096581186
"8855","Croatia","1997",2.60345614099568
"8856","Cuba","1997",0.027237272670208
"8857","Cyprus","1997",10.3246897586101
"8858","Czech Republic","1997",5.11208059375384
"8859","Czechoslovakia","1997",0
"8860","Denmark","1997",27.3613699633089
"8861","Djibouti","1997",0.030491697396189
"8862","Dominica","1997",0.784800835615278
"8863","Dominican Republic","1997",1.72870918196669
"8864","East Germany","1997",0
"8865","Ecuador","1997",1.07444323320739
"8866","Egypt","1997",0.101835544489787
"8867","El Salvador","1997",0.687828250332286
"8868","Equatorial Guinea","1997",0.063493944794132
"8869","Eritrea","1997",0
"8870","Eritrea and Ethiopia","1997",0
"8871","Estonia","1997",10.2765987166367
"8872","Ethiopia","1997",0
"8873","Faeroe Islands","1997",10.7461253600329
"8874","Falkland Is (Malvinas)","1997",0
"8875","Fiji","1997",0.655601293551783
"8876","Finland","1997",42.0795068236517
"8877","France","1997",9.98328156864635
"8878","French Guiana","1997",0
"8879","French Polynesia","1997",2.41557505107559
"8880","Gabon","1997",0.827226370931788
"8881","Gambia","1997",0.397429385764237
"8882","Georgia","1997",0.609190367725582
"8883","Germany","1997",10.0527149260066
"8884","Ghana","1997",0.12246258103359
"8885","Gibraltar","1997",0
"8886","Greece","1997",8.66244048209618
"8887","Greenland","1997",11.6267805245596
"8888","Grenada","1997",0.965963637803225
"8889","Guadeloupe","1997",0
"8890","Guam","1997",3.8002666148621
"8891","Guatemala","1997",0.612449631565666
"8892","Guernsey","1997",0
"8893","Guinea","1997",0.035930146683446
"8894","Guinea-Bissau","1997",0
"8895","Guyana","1997",0.191848363053842
"8896","Haiti","1997",0
"8897","Holy See","1997",0
"8898","Honduras","1997",0.247223639288938
"8899","Hong Kong, China","1997",34.7649533239925
"8900","Hungary","1997",6.85805602418033
"8901","Iceland","1997",23.9587151255699
"8902","India","1997",0.088134708141459
"8903","Indonesia","1997",0.446775336892284
"8904","Iran","1997",0.385665700331511
"8905","Iraq","1997",0
"8906","Ireland","1997",14.8507027516036
"8907","Isle of Man","1997",0
"8908","Israel","1997",29.701755616668
"8909","Italy","1997",20.6332479613558
"8910","Jamaica","1997",2.63047024812395
"8911","Japan","1997",30.5807119490089
"8912","Jersey","1997",0
"8913","Jordan","1997",0.977637653886705
"8914","Kazakhstan","1997",0.072342442074705
"8915","Kenya","1997",0.023378999598546
"8916","Kiribati","1997",0
"8917","North Korea","1997",0
"8918","South Korea","1997",15.2092068378511
"8919","United Korea (former)
","1997",0
"8920","Kosovo","1997",0
"8921","Kuwait","1997",12.5088455407753
"8922","Kyrgyz Republic","1997",0
"8923","Lao","1997",0.097975192641355
"8924","Latvia","1997",3.16113938779677
"8925","Lebanon","1997",10.3937620748607
"8926","Lesotho","1997",0.187645626409353
"8927","Liberia","1997",0
"8928","Libya","1997",0.201976297677515
"8929","Liechtenstein","1997",0
"8930","Lithuania","1997",4.62205993187831
"8931","Luxembourg","1997",16.0265169128781
"8932","Macao, China","1997",12.8561002311154
"8933","Macedonia, FYR","1997",0.623400776805174
"8934","Madagascar","1997",0.029324116310603
"8935","Malawi","1997",0.067835208896103
"8936","Malaysia","1997",9.18210450070493
"8937","Maldives","1997",0.498065652002687
"8938","Mali","1997",0.027402443156322
"8939","Malta","1997",4.51878548859639
"8940","Marshall Islands","1997",0.901406271156934
"8941","Martinique","1997",0
"8942","Mauritania","1997",0
"8943","Mauritius","1997",3.65755668503116
"8944","Mayotte","1997",0
"8945","Mexico","1997",1.82396214135499
"8946","Micronesia, Fed. Sts.","1997",0
"8947","Moldova","1997",0.051541923497729
"8948","Monaco","1997",21.192676752811
"8949","Mongolia","1997",0.085265375692035
"8950","Montenegro","1997",0
"8951","Montserrat","1997",0
"8952","Morocco","1997",0.268768085283991
"8953","Mozambique","1997",0.014825897997229
"8954","Myanmar","1997",0.019588398657867
"8955","Namibia","1997",0.713522449128703
"8956","Nauru","1997",0
"8957","Nepal","1997",0
"8958","Netherlands","1997",11.0023076651482
"8959","Netherlands Antilles","1997",0
"8960","New Caledonia","1997",2.60625842972679
"8961","New Zealand","1997",15.0900914706869
"8962","Ngorno-Karabakh","1997",0
"8963","Nicaragua","1997",0.156690465240106
"8964","Niger","1997",0.000996345546869
"8965","Nigeria","1997",0.013013071239668
"8966","Niue","1997",0
"8967","Norfolk Island","1997",0
"8968","Northern Cyprus","1997",0
"8969","Northern Mariana Islands","1997",0
"8970","Norway","1997",38.0038086241175
"8971","Oman","1997",2.33843921977314
"8972","Pakistan","1997",0.100574311967934
"8973","Palau","1997",0
"8974","Panama","1997",0.842198772400392
"8975","Papua New Guinea","1997",0.077598170638719
"8976","Paraguay","1997",1.67987795758428
"8977","Peru","1997",1.71000896893854
"8978","Philippines","1997",1.85513356666211
"8979","Pitcairn","1997",0
"8980","Poland","1997",2.11570383647282
"8981","Portugal","1997",14.7577762280756
"8982","Puerto Rico","1997",9.75893048503746
"8983","Qatar","1997",8.22183601336644
"8984","Reunion","1997",0
"8985","Romania","1997",0.894707046650381
"8986","Russia","1997",0.327315631369977
"8987","Rwanda","1997",0
"8988","St. Barthélemy","1997",0
"8989","St. Helena","1997",0
"8990","St. Kitts and Nevis","1997",0.462733059455555
"8991","St. Lucia","1997",1.05904857723443
"8992","St. Martin","1997",0
"8993","St. Vincent and the Grenadines","1997",0.320432676724178
"8994","St.-Pierre-et-Miquelon","1997",0
"8995","Samoa","1997",0.445955544170558
"8996","San Marino","1997",9.01177282662883
"8997","Sao Tome and Principe","1997",0
"8998","Saudi Arabia","1997",1.74582988510533
"8999","Senegal","1997",0.078772725029063
"9000","Serbia","1997",0
"9001","Serbia and Montenegro","1997",0
"9002","Serbia excluding Kosovo","1997",0
"9003","Seychelles","1997",2.94746507509674
"9004","Sierra Leone","1997",0
"9005","Singapore","1997",23.1182504230128
"9006","Slovak Republic","1997",3.71324487768315
"9007","Slovenia","1997",4.73798623817224
"9008","Solomon Islands","1997",0.174762490338928
"9009","Somalia","1997",0
"9010","Somaliland","1997",0
"9011","South Africa","1997",4.28238004700122
"9012","South Ossetia","1997",0
"9013","Spain","1997",10.9513850660709
"9014","Sri Lanka","1997",0.623433892852699
"9015","Sudan","1997",0.01197463268602
"9016","Suriname","1997",0.50406623850057
"9017","Svalbard","1997",0
"9018","Swaziland","1997",0
"9019","Sweden","1997",35.7919993530559
"9020","Switzerland","1997",14.7293068751452
"9021","Syria","1997",0
"9022","Taiwan","1997",0
"9023","Tajikistan","1997",0.005382510641812
"9024","Tanzania","1997",0.063939327275979
"9025","Thailand","1997",3.61688707434264
"9026","Timor-Leste","1997",0
"9027","Togo","1997",0.068860880099528
"9028","Tokelau","1997",0
"9029","Tonga","1997",0.124286646435563
"9030","Transnistria","1997",0
"9031","Trinidad and Tobago","1997",1.34382889310523
"9032","Tunisia","1997",0.083554606798962
"9033","Turkey","1997",2.64844323721793
"9034","Turkmenistan","1997",0.057656946243662
"9035","Turks and Caicos Islands","1997",0
"9036","Tuvalu","1997",0
"9037","Uganda","1997",0.022600724081998
"9038","Ukraine","1997",0.113620928561874
"9039","United Arab Emirates","1997",11.8460643051604
"9040","United Kingdom","1997",15.1597844885997
"9041","United States","1997",20.2874176203974
"9042","Uruguay","1997",3.03535832277297
"9043","USSR","1997",0
"9044","Uzbekistan","1997",0.072550529178474
"9045","Wallis et Futuna","1997",0
"9046","Vanuatu","1997",0.118339135952802
"9047","Venezuela","1997",4.66810244531659
"9048","West Bank and Gaza","1997",0
"9049","West Germany","1997",0
"9050","Western Sahara","1997",0
"9051","Vietnam","1997",0.21081942190594
"9052","Virgin Islands (U.S.)","1997",14.8281326747171
"9053","North Yemen (former)","1997",0
"9054","South Yemen (former)","1997",0
"9055","Yemen","1997",0.075460940320349
"9056","Yugoslavia","1997",0
"9057","Zambia","1997",0.048311127910878
"9058","Zimbabwe","1997",0.047441285617472
"9059","Åland","1997",0
"9060","South Sudan","1997",0
"9061","Christian","1997",0
"9062","Coastline","1997",0
"9063","Curaçao","1997",0
"9064","Sint Maarten (Dutch part)","1997",0
"9065","St. Martin (French part)","1997",0
"9066","Antarctica","1997",0
"9067","Virgin Islands, British","1997",0
"9068","Hawaiian Trade Zone","1997",0
"9069","U.S. Pacific Islands","1997",0
"9070","Wake Island","1997",0
"9071","Bonaire","1997",0
"9072","Sark","1997",0
"9073","Chinese Taipei","1997",0
"9074","Saint Eustatius","1997",0
"9075","Saba","1997",0
"9076","Abkhazia","1998",0
"9077","Afghanistan","1998",0
"9078","Akrotiri and Dhekelia","1998",0
"9079","Albania","1998",0.181875047295632
"9080","Algeria","1998",0.06065978843079
"9081","American Samoa","1998",2.69082428917392
"9082","Andorra","1998",21.9733524266102
"9083","Angola","1998",0.074743506848126
"9084","Anguilla","1998",0
"9085","Antigua and Barbuda","1998",2.02183582693085
"9086","Argentina","1998",7.39141680163872
"9087","Armenia","1998",0.251873451521839
"9088","Aruba","1998",6.1962292835178
"9089","Australia","1998",26.2505045402484
"9090","Austria","1998",28.7470707864491
"9091","Azerbaijan","1998",0.814980801559948
"9092","Bahamas","1998",2.77797853192507
"9093","Bahrain","1998",15.0617518245787
"9094","Bangladesh","1998",0.060094540249965
"9095","Barbados","1998",4.51227903933579
"9096","Belarus","1998",0.119666344045022
"9097","Belgium","1998",17.3397884200397
"9098","Belize","1998",1.48244756916341
"9099","Benin","1998",0.102133196245866
"9100","Bermuda","1998",20.1878763548776
"9101","Bhutan","1998",0
"9102","Bolivia","1998",3.00169220912639
"9103","Bosnia and Herzegovina","1998",0.723532699189865
"9104","Botswana","1998",0.895854945809327
"9105","Brazil","1998",4.34934802114918
"9106","British Virgin Islands","1998",0
"9107","Brunei","1998",15.7355804955544
"9108","Bulgaria","1998",1.56206105469378
"9109","Burkina Faso","1998",0.023491632805299
"9110","Burundi","1998",0.009962215886039
"9111","Cambodia","1998",0.511799974103397
"9112","Cameroon","1998",0.033386306272619
"9113","Canada","1998",17.7525568530116
"9114","Cape Verde","1998",0.242163517353865
"9115","Cayman Islands","1998",14.085658238884
"9116","Central African Republic","1998",0.045875889565244
"9117","Chad","1998",0
"9118","Channel Islands","1998",0
"9119","Chile","1998",6.41158064525138
"9120","China","1998",1.9105376291799
"9121","Christmas Island","1998",0
"9122","Cocos Island","1998",0
"9123","Colombia","1998",4.68332777519057
"9124","Comoros","1998",0
"9125","Congo, Dem. Rep.","1998",0.02110880767111
"9126","Congo, Rep.","1998",0.114013619078144
"9127","Cook Is","1998",0
"9128","Costa Rica","1998",2.90783937669526
"9129","Cote d'Ivoire","1998",0.574435142240588
"9130","Croatia","1998",3.982331975049
"9131","Cuba","1998",0.036767675339251
"9132","Cyprus","1998",12.8217439615708
"9133","Czech Republic","1998",9.39297131438808
"9134","Czechoslovakia","1998",0
"9135","Denmark","1998",36.4382811012578
"9136","Djibouti","1998",0.031933114639882
"9137","Dominica","1998",0.923046336926114
"9138","Dominican Republic","1998",2.51521980424473
"9139","East Germany","1998",0
"9140","Ecuador","1998",2.03027094750604
"9141","Egypt","1998",0.139009509548279
"9142","El Salvador","1998",2.33262567800429
"9143","Equatorial Guinea","1998",0.060855792262504
"9144","Eritrea","1998",0
"9145","Eritrea and Ethiopia","1998",0
"9146","Estonia","1998",17.764493165345
"9147","Ethiopia","1998",0
"9148","Faeroe Islands","1998",14.6895712160151
"9149","Falkland Is (Malvinas)","1998",0
"9150","Fiji","1998",0.999144482536828
"9151","Finland","1998",55.2508588583552
"9152","France","1998",19.163829242881
"9153","French Guiana","1998",0
"9154","French Polynesia","1998",4.82609056119666
"9155","Gabon","1998",0.822964914901998
"9156","Gambia","1998",0.412066831885222
"9157","Georgia","1998",1.23363024071827
"9158","Germany","1998",16.8948647249323
"9159","Ghana","1998",0.228394190222444
"9160","Gibraltar","1998",0
"9161","Greece","1998",18.8063800943057
"9162","Greenland","1998",15.9289025721804
"9163","Grenada","1998",1.39301909720507
"9164","Guadeloupe","1998",0
"9165","Guam","1998",8.49766656737166
"9166","Guatemala","1998",1.03929310350294
"9167","Guernsey","1998",0
"9168","Guinea","1998",0.265844083006169
"9169","Guinea-Bissau","1998",0
"9170","Guyana","1998",0.199053196761484
"9171","Haiti","1998",0.119871981518617
"9172","Holy See","1998",0
"9173","Honduras","1998",0.585208002404156
"9174","Hong Kong, China","1998",48.3613148360873
"9175","Hungary","1998",10.4252886171646
"9176","Iceland","1998",37.8363472758411
"9177","India","1998",0.117372005143541
"9178","Indonesia","1998",0.512809688381966
"9179","Iran","1998",0.617701997901827
"9180","Iraq","1998",0
"9181","Ireland","1998",25.5214427330929
"9182","Isle of Man","1998",0
"9183","Israel","1998",37.2412345634042
"9184","Italy","1998",36.0394924871141
"9185","Jamaica","1998",3.10331353239526
"9186","Japan","1998",37.7477431449629
"9187","Jersey","1998",0
"9188","Jordan","1998",1.76054427812964
"9189","Kazakhstan","1998",0.194560316285635
"9190","Kenya","1998",0.036219866307072
"9191","Kiribati","1998",0.027132021952272
"9192","North Korea","1998",0
"9193","South Korea","1998",30.8133720064054
"9194","United Korea (former)
","1998",0
"9195","Kosovo","1998",0
"9196","Kuwait","1998",14.1748025308259
"9197","Kyrgyz Republic","1998",0.027985828805503
"9198","Lao","1998",0.126014358958336
"9199","Latvia","1998",6.920352307342
"9200","Lebanon","1998",13.8659793955882
"9201","Lesotho","1998",0.517159206759525
"9202","Liberia","1998",0
"9203","Libya","1998",0.396728340070772
"9204","Liechtenstein","1998",23.3717669055781
"9205","Lithuania","1998",7.53884144981036
"9206","Luxembourg","1998",30.6902844671884
"9207","Macao, China","1998",19.6710865164636
"9208","Macedonia, FYR","1998",1.51008530398453
"9209","Madagascar","1998",0.088588671723603
"9210","Malawi","1998",0.098941299822952
"9211","Malaysia","1998",9.85554989309416
"9212","Maldives","1998",0.608639958767106
"9213","Mali","1998",0.041950695131365
"9214","Malta","1998",5.7268274580674
"9215","Marshall Islands","1998",0.664355863662623
"9216","Martinique","1998",0
"9217","Mauritania","1998",0
"9218","Mauritius","1998",5.15130158822141
"9219","Mayotte","1998",0
"9220","Mexico","1998",3.45299819953072
"9221","Micronesia, Fed. Sts.","1998",0
"9222","Moldova","1998",0.165826086338536
"9223","Monaco","1998",33.3120427360353
"9224","Mongolia","1998",0.381596986769586
"9225","Montenegro","1998",0
"9226","Montserrat","1998",0
"9227","Morocco","1998",0.415362719603297
"9228","Mozambique","1998",0.038882899219977
"9229","Myanmar","1998",0.019375450685132
"9230","Namibia","1998",1.08178337814875
"9231","Nauru","1998",0
"9232","Nepal","1998",0
"9233","Netherlands","1998",21.3565929637961
"9234","Netherlands Antilles","1998",0
"9235","New Caledonia","1998",6.40131953580615
"9236","New Zealand","1998",20.8803030022704
"9237","Ngorno-Karabakh","1998",0
"9238","Nicaragua","1998",0.372769237722537
"9239","Niger","1998",0.01324391221829
"9240","Nigeria","1998",0.016951541847831
"9241","Niue","1998",0
"9242","Norfolk Island","1998",0
"9243","Northern Cyprus","1998",0
"9244","Northern Mariana Islands","1998",0
"9245","Norway","1998",46.6745719094766
"9246","Oman","1998",4.33059401167228
"9247","Pakistan","1998",0.142296299273058
"9248","Palau","1998",0
"9249","Panama","1998",3.0205650102206
"9250","Papua New Guinea","1998",0.108891720134565
"9251","Paraguay","1998",4.51830095334745
"9252","Peru","1998",2.96119451642991
"9253","Philippines","1998",2.34148079199212
"9254","Pitcairn","1998",0
"9255","Poland","1998",5.02533726107362
"9256","Portugal","1998",29.9895906629651
"9257","Puerto Rico","1998",15.3234840318728
"9258","Qatar","1998",11.9811671416181
"9259","Reunion","1998",0
"9260","Romania","1998",2.87405707573409
"9261","Russia","1998",0.505694737570651
"9262","Rwanda","1998",0.072003405473065
"9263","St. Barthélemy","1998",0
"9264","St. Helena","1998",0
"9265","St. Kitts and Nevis","1998",0.98021743004812
"9266","St. Lucia","1998",1.2404355887499
"9267","St. Martin","1998",0
"9268","St. Vincent and the Grenadines","1998",0.695042953654536
"9269","St.-Pierre-et-Miquelon","1998",0
"9270","Samoa","1998",0.85281457621454
"9271","San Marino","1998",18.9562635605801
"9272","Sao Tome and Principe","1998",0
"9273","Saudi Arabia","1998",3.25768517668884
"9274","Senegal","1998",0.304215645031353
"9275","Serbia","1998",0
"9276","Serbia and Montenegro","1998",0
"9277","Serbia excluding Kosovo","1998",0
"9278","Seychelles","1998",6.74034727723737
"9279","Sierra Leone","1998",0
"9280","Singapore","1998",29.1045853480599
"9281","Slovak Republic","1998",8.62336441740164
"9282","Slovenia","1998",8.1649666213804
"9283","Solomon Islands","1998",0.181439419393858
"9284","Somalia","1998",0
"9285","Somaliland","1998",0
"9286","South Africa","1998",7.668404141214
"9287","South Ossetia","1998",0
"9288","Spain","1998",16.2013355150734
"9289","Sri Lanka","1998",0.941118886748015
"9290","Sudan","1998",0.026421438035307
"9291","Suriname","1998",1.32276646907012
"9292","Svalbard","1998",0
"9293","Swaziland","1998",0.456883780431376
"9294","Sweden","1998",46.4154801104754
"9295","Switzerland","1998",23.8799018353572
"9296","Syria","1998",0
"9297","Taiwan","1998",0
"9298","Tajikistan","1998",0.006967859586348
"9299","Tanzania","1998",0.117139724566037
"9300","Thailand","1998",3.20620291962831
"9301","Timor-Leste","1998",0
"9302","Togo","1998",0.166660259505579
"9303","Tokelau","1998",0
"9304","Tonga","1998",0.134067611327682
"9305","Transnistria","1998",0
"9306","Trinidad and Tobago","1998",2.05299532697152
"9307","Tunisia","1998",0.420905346916106
"9308","Turkey","1998",5.67861217024711
"9309","Turkmenistan","1998",0.068254835343173
"9310","Turks and Caicos Islands","1998",0
"9311","Tuvalu","1998",0
"9312","Uganda","1998",0.131643366010288
"9313","Ukraine","1998",0.231648035378973
"9314","United Arab Emirates","1998",17.9015981508962
"9315","United Kingdom","1998",25.4376853135717
"9316","United States","1998",25.0771064273127
"9317","Uruguay","1998",4.59966549766113
"9318","USSR","1998",0
"9319","Uzbekistan","1998",0.111184669629298
"9320","Wallis et Futuna","1998",0
"9321","Vanuatu","1998",0.123633012262147
"9322","Venezuela","1998",8.57978142221138
"9323","West Bank and Gaza","1998",0
"9324","West Germany","1998",0
"9325","Western Sahara","1998",0
"9326","Vietnam","1998",0.289144433824882
"9327","Virgin Islands (U.S.)","1998",23.1198905041986
"9328","North Yemen (former)","1998",0
"9329","South Yemen (former)","1998",0
"9330","Yemen","1998",0.096585182016947
"9331","Yugoslavia","1998",0
"9332","Zambia","1998",0.085312440805457
"9333","Zimbabwe","1998",0.154953513130516
"9334","Åland","1998",0
"9335","South Sudan","1998",0
"9336","Christian","1998",0
"9337","Coastline","1998",0
"9338","Curaçao","1998",0
"9339","Sint Maarten (Dutch part)","1998",0
"9340","St. Martin (French part)","1998",0
"9341","Antarctica","1998",0
"9342","Virgin Islands, British","1998",0
"9343","Hawaiian Trade Zone","1998",0
"9344","U.S. Pacific Islands","1998",0
"9345","Wake Island","1998",0
"9346","Bonaire","1998",0
"9347","Sark","1998",0
"9348","Chinese Taipei","1998",0
"9349","Saint Eustatius","1998",0
"9350","Saba","1998",0
"9351","Abkhazia","1999",0
"9352","Afghanistan","1999",0
"9353","Akrotiri and Dhekelia","1999",0
"9354","Albania","1999",0.358248785686972
"9355","Algeria","1999",0.239210525528913
"9356","American Samoa","1999",3.1764519032241
"9357","Andorra","1999",32.1950457138392
"9358","Angola","1999",0.17762548037516
"9359","Anguilla","1999",0
"9360","Antigua and Barbuda","1999",11.1864183720471
"9361","Argentina","1999",10.533006610186
"9362","Armenia","1999",0.264056708289329
"9363","Aruba","1999",13.5682141968748
"9364","Australia","1999",33.32824217826
"9365","Austria","1999",53.2317581613021
"9366","Azerbaijan","1999",4.60238388558623
"9367","Bahamas","1999",5.41212566499313
"9368","Bahrain","1999",21.2947436439495
"9369","Bangladesh","1999",0.11712469931083
"9370","Barbados","1999",7.61326745589636
"9371","Belarus","1999",0.232074778397624
"9372","Belgium","1999",31.4001330853986
"9373","Belize","1999",2.69602529543381
"9374","Benin","1999",0.114843630025613
"9375","Bermuda","1999",20.4619934457677
"9376","Bhutan","1999",0
"9377","Bolivia","1999",5.16469131452024
"9378","Bosnia and Herzegovina","1999",1.46072207823653
"9379","Botswana","1999",5.32352262120996
"9380","Brazil","1999",8.74318019843527
"9381","British Virgin Islands","1999",0
"9382","Brunei","1999",20.6473249200698
"9383","Bulgaria","1999",4.33864164072056
"9384","Burkina Faso","1999",0.042136261608285
"9385","Burundi","1999",0.012731429539017
"9386","Cambodia","1999",0.729008359828128
"9387","Cameroon","1999",0.039154137505807
"9388","Canada","1999",22.7457815298621
"9389","Cape Verde","1999",1.87943477187277
"9390","Cayman Islands","1999",21.9674015254414
"9391","Central African Republic","1999",0.114583456648662
"9392","Chad","1999",0
"9393","Channel Islands","1999",0
"9394","Chile","1999",14.8421267766651
"9395","China","1999",3.43761745302137
"9396","Christmas Island","1999",0
"9397","Cocos Island","1999",0
"9398","Colombia","1999",5.02916004190304
"9399","Comoros","1999",0
"9400","Congo, Dem. Rep.","1999",0.02477809256509
"9401","Congo, Rep.","1999",0.163642712973627
"9402","Cook Is","1999",0
"9403","Costa Rica","1999",3.60636449811875
"9404","Cote d'Ivoire","1999",1.58305582215085
"9405","Croatia","1999",6.49773724560257
"9406","Cuba","1999",0.04640244617506
"9407","Cyprus","1999",16.3855585713298
"9408","Czech Republic","1999",18.9521394769274
"9409","Czechoslovakia","1999",0
"9410","Denmark","1999",49.4049605975993
"9411","Djibouti","1999",0.0393494413082
"9412","Dominica","1999",1.14280816536434
"9413","Dominican Republic","1999",5.0180393759213
"9414","East Germany","1999",0
"9415","Ecuador","1999",3.15425642079296
"9416","Egypt","1999",0.723735672268513
"9417","El Salvador","1999",8.65093669632051
"9418","Equatorial Guinea","1999",0.119047382842494
"9419","Eritrea","1999",0
"9420","Eritrea and Ethiopia","1999",0
"9421","Estonia","1999",28.0442504938542
"9422","Ethiopia","1999",0.010552882419628
"9423","Faeroe Islands","1999",23.8761925893055
"9424","Falkland Is (Malvinas)","1999",0
"9425","Fiji","1999",2.89741203355446
"9426","Finland","1999",63.41410636779
"9427","France","1999",36.4815770376323
"9428","French Guiana","1999",0
"9429","French Polynesia","1999",9.39014781700152
"9430","Gabon","1999",0.736703947924452
"9431","Gambia","1999",0.421095896715262
"9432","Georgia","1999",2.77292649121566
"9433","Germany","1999",28.4740831617867
"9434","Ghana","1999",0.37415693667704
"9435","Gibraltar","1999",0
"9436","Greece","1999",35.6933487858227
"9437","Greenland","1999",24.1351611866767
"9438","Grenada","1999",1.98512145549263
"9439","Guadeloupe","1999",0
"9440","Guam","1999",13.0730062031414
"9441","Guatemala","1999",3.07809672659266
"9442","Guernsey","1999",0
"9443","Guinea","1999",0.306121779138643
"9444","Guinea-Bissau","1999",0
"9445","Guyana","1999",0.384827804936732
"9446","Haiti","1999",0.294278357663091
"9447","Holy See","1999",0
"9448","Honduras","1999",1.29040859983409
"9449","Hong Kong, China","1999",63.8768939473176
"9450","Hungary","1999",15.9039355806569
"9451","Iceland","1999",62.0014870529412
"9452","India","1999",0.181837897323559
"9453","Indonesia","1999",1.0545372094351
"9454","Iran","1999",0.763053700216466
"9455","Iraq","1999",0
"9456","Ireland","1999",44.7087333991834
"9457","Isle of Man","1999",0
"9458","Israel","1999",48.8768009319177
"9459","Italy","1999",53.2689314249895
"9460","Jamaica","1999",5.64455944735014
"9461","Japan","1999",45.2838850106761
"9462","Jersey","1999",0
"9463","Jordan","1999",2.49220193787184
"9464","Kazakhstan","1999",0.328197713197898
"9465","Kenya","1999",0.07798857559449
"9466","Kiribati","1999",0.242353739518201
"9467","North Korea","1999",0
"9468","South Korea","1999",51.242042340419
"9469","United Korea (former)
","1999",0
"9470","Kosovo","1999",0
"9471","Kuwait","1999",16.1532012683494
"9472","Kyrgyz Republic","1999",0.052542782869093
"9473","Lao","1999",0.231338538035442
"9474","Latvia","1999",11.4193332478651
"9475","Lebanon","1999",16.9917179602459
"9476","Lesotho","1999",0.620367598820681
"9477","Liberia","1999",0
"9478","Libya","1999",0.584302821559372
"9479","Liechtenstein","1999",27.7178934400986
"9480","Lithuania","1999",9.42182890185746
"9481","Luxembourg","1999",48.5754092650644
"9482","Macao, China","1999",27.8348401572502
"9483","Macedonia, FYR","1999",2.43521565797745
